post,label,reason
@syf3mdceuWy Well I can put you in touch with many mothers who would like to see Chy Sawel set up and decent humane care.,no mental disorder,"This post is a response to another user's tweet about setting up and providing decent humane care. There is no indication of distress, trauma, or symptoms of a mental disorder in this response. It appears to be a straightforward offer to connect the user with mothers who have a similar goal."
RT @kaojIlfLbN53: @uh7SSMcTQv1 Nation needs 2c how and Y @rXJYCLumrSP devoted decades of his life to securing a LEGAL Duty of Candour httphttp://t.co/pEK-8TsVvK,ptsd,"There is no indication in this post that suggests the presence of any mental disorder. The content of the post seems to be focused on raising awareness about someone's dedication to securing a legal duty of candor. It does not mention any personal experiences, trauma, distress, or symptoms that would suggest a mental disorder. Therefore, the label assigned would be ""No mental disorders."""
....Farage and Galloway...? You couldn't make this shit up....,no mental disorder,"This post expresses surprise or disbelief at the mention of Farage and Galloway, but it does not indicate any symptoms or signs of a mental disorder. It is a common reaction to certain political figures or events and does not suggest any distress or impairment."
Just noticed stomach stretch marks and honestly ready to kill myself,suicide or self-harm,"The post contains a statement expressing a desire to ""kill myself"" in response to noticing stomach stretch marks. This suggests that the person is experiencing intense distress and feelings of hopelessness. The focus on physical appearance and the extreme reaction of wanting to harm oneself can be indicators of body image-related distress and suicidal ideation. Therefore, the assigned label would be Suicide or self-harm tendency."
"If I've ever loved you, I'll always want what's best for you in the end. No matter if your in or out out my life.",suicide or self-harm,"The use of the phrase ""If I've ever loved you, I'll always want what's best for you in the end"" suggests a deep sense of caring for others. However, the addition of ""No matter if your in or out out my life"" implies a sense of detachment or potential disconnection from others. This combination of caring deeply for others but feeling distant or disconnected from them can be indicative of suicidal or self-harm tendencies. It suggests that the person may be struggling with their own well-being and possibly contemplating the idea of not being a part of others' lives."
It hurts so much. Please I just want to die.,suicide or self-harm,The explicit statement of wanting to die indicates a strong desire for self-harm or suicide. The use of the phrase 'it hurts so much' suggests intense emotional pain that could be indicative of a mental health crisis. The combination of these statements strongly suggests a suicide or self-harm tendency.
School called me out of college to pick up mini-taff as she is 'too ill to stay'. She hit her arm on the door and may have a bruise. WTF?!,no mental disorder,"The post describes a situation where the poster is called out of college to pick up someone who got injured. While the use of 'WTF?!' expresses frustration, there is no indication of any mental disorder based on this post alone. The poster's reaction could be seen as a normal response to a sudden disruption in their day and concern for the well-being of the person they are picking up."
RT @dTjDT: you know how chicks always want a gay best friend? that kind of has me wanting a lesbian to pal around with.,no mental disorder,"This post is expressing a desire to have a lesbian friend to pal around with. While it may suggest a potential longing for connection or friendship, there is no indication of any distress or symptoms of a mental disorder. The post does not mention any symptoms of depression or other mental health concerns."
not to be dramatic but when men burp I literally want to kill myself,suicide or self-harm,"The use of the phrase 'I literally want to kill myself' suggests that the person is expressing a strong and intense emotional response to a specific trigger. While the post may seem exaggerated or dramatic, the mention of wanting to kill oneself is a significant indicator of suicidal ideation or self-harm tendencies. It is important to take any mention of self-harm or suicidal thoughts seriously and encourage the person to seek help."
My answer on @tGTZ to: Does an old drug charge prevent someone from a future in the Medical/Dental field?? -... http://t.co/_CB50grH,no mental disorder,"The post is discussing the impact of a past drug charge on someone's future in the medical/dental field. While the topic of the post may involve stress or anxiety about a potential career path, there is no indication of any symptoms of a mental disorder present in the content of the post."
its a wonder years kinda day. and the story so far. but everyday is one of those days so now im rambling,depression,"The use of phrases like 'wonder years kinda day' and 'everyday is one of those days' suggests a persistent low mood or a feeling of dissatisfaction with life. The author also states that they are rambling, which could indicate racing thoughts or difficulty focusing, which are often associated with depression. The overall tone of the post seems to convey a sense of despair and lack of hope, further supporting the label of depression."
"My bf is too polite. He talks for half hr + gets nagged. I just smh. He sees me ""Not interested. Kthnxbai"" + says he should do that. Yesdear",no mental disorder,"This post describes a minor frustration or annoyance with the poster's boyfriend's behavior. While the use of terms like ""nagged"" and ""smh"" suggest some level of annoyance, there is no indication that it would cause significant distress or trigger symptoms of a mental disorder like PTSD."
RT @eyLQ6jNeYJ: Are your nugs dank bro Do they have a crystal glow Can you smoke them in a joint Can you smoke them in a bowl,no mental disorder,"This post appears to be written in a playful and casual tone, discussing the quality and smoking options for marijuana. While it is possible that the person might be using marijuana as a coping mechanism for underlying mental health issues, there is no explicit indication of any mental disorder in the content of the post."
"@cPnRsMj6 @drVxUl4is Nick, have a look at this 3 min video re my witness. It's been claimed also we conspired :""( https://t.co/I0-m6qE-cy",ptsd,"There are a few indicators in this post that suggest PTSD as the most likely mental disorder label: 
- The use of the crying face emoji and the word ""claimed"" suggests that there may be some distress or emotional burden associated with the content of the video. This could indicate that the person posting has been impacted by past traumatic events, which is a key feature of PTSD.
- The mention of a witness and the possibility of conspiracy also suggests that the poster may have experienced or witnessed some form of trauma. These themes can be associated with paranoia and distrust, which are common symptoms of PTSD.
- The use of the word ""also"" implies that other claims or accusations have been made against the person posting. This could suggest a pattern of distressing experiences or a history of being targeted, both of which can contribute to the development of PTSD symptoms.
Overall, while the post does not directly mention any symptoms of PTSD, the language used and the implied distress and trauma suggest that this mental disorder label is appropriate."
"I'm amazed to be slagged off over ""Indian dancing or whatever"" seeing as I'm so damned good at it! pic.twitter.com/Jmnp23HG /via @davidschneider",no mental disorder,"There is no indication in this post that suggests any mental disorders. The person is expressing surprise and amusement at being criticized for their Indian dancing skills. While their choice of words may suggest some level of defensiveness or frustration, it does not meet the criteria for a mental disorder."
"Missing Huntington Station Teen May Be Suicidal, Police Say http://dlvr.it/PrJy4v",suicide or self-harm,"The post explicitly states that the missing teenager may be suicidal. This is a clear indication of a potential suicide or self-harm tendency. The mention of the police also adds to the seriousness of the situation, suggesting that there may be concerns for the teenager's safety and well-being."
i need to kill myself,suicide or self-harm,"The explicit statement ""i need to kill myself"" indicates a clear and immediate risk for self-harm or suicide. The use of the word ""need"" suggests a high level of distress and desperation, indicating that the individual may be actively experiencing suicidal thoughts or urges. This post should be taken seriously and immediate intervention or support from mental health professionals or hotlines should be sought."
"RT @bi0Gu6CKZO: hey i heard u like bad girls, i dont mean to brag or anything but im really really bad. at everything",depression,"This post shows signs of depression based on the following reasoning:
- The author starts by seeking attention or validation, stating that they heard the recipient likes bad girls and then goes on to describe themselves as being ""really really bad at everything."" This self-deprecating language and seeking validation suggests low self-esteem and a negative self-perception, which are common features of depression.
- The author's claim of being bad at everything could be an expression of feelings of worthlessness or hopelessness, which are also common symptoms of depression.
- The overall tone of the post could be interpreted as a cry for help or a plea for support, as the author is indirectly expressing their struggles and seeking someone who may appreciate or accept them.
- While the post does not explicitly mention sadness or other depressive symptoms, the self-deprecating language and seeking validation are strong indicators of depression."
"RT @k72oTm61hS: columbus' diary aug 3rd 4:00pm: set sail for india, in high spirits aug 3rd 4:06pm: i have no idea where we are",depression,"The post implies a sudden shift in mood or outlook, as the author goes from being in ""high spirits"" to expressing confusion and uncertainty. This could be indicative of a depressive episode, where the individual experiences a mood swing from positive to negative emotions. The mention of not knowing where they are could also reflect feelings of disorientation and hopelessness, which are common symptoms of depression. Overall, the post suggests a potential depressive mindset due to the abrupt change in mood and the expression of uncertainty and confusion."
I AM GOING TO KILL MYSELF I LOVE HIM SO MUCH HE WAS LIKE A CHILD WHO WANTED TO BE LOVED HE DESERVES EVERYTHING GOOD pic.twitter.com/F9OyKX9VSn,suicide or self-harm,"The use of the phrase 'I AM GOING TO KILL MYSELF' indicates a clear and immediate threat of self-harm or suicide. Additionally, the emotional and passionate language used ('I LOVE HIM SO MUCH', 'HE DESERVES EVERYTHING GOOD') suggests intense emotional distress. The mention of someone who 'wanted to be loved' could also indicate feelings of loneliness, rejection, or abandonment, which are common in individuals who may be at risk for self-harm or suicide. Overall, this post strongly suggests a significant risk and concern for suicidal or self-harming tendencies."
So glad that in my thirties I have zero tolerance for crap and inconsistent relationships. The joys of growing up,no mental disorder,"This post does not indicate any symptoms or behaviors commonly associated with mental disorders. The content of the post simply expresses the author's satisfaction with their personal growth and newfound standards for relationships in their thirties. There are no signs of distress, impairment in functioning, or any other indicators of a mental disorder, so the appropriate label is ""No mental disorders."""
I feel like something or someone I needed walked out of my life. I think that's why I'm so angry all the time.,depression,"The post mentions feeling like something or someone important has walked out of their life, which could suggest a sense of loss and sadness commonly associated with depression. The poster also mentions feeling angry all the time, which can be a symptom of depression and is often related to feelings of frustration, irritability, and a general sense of discontentment. While PTSD could be a possibility, the post does not explicitly mention any traumatic events or experiences that would suggest a PTSD diagnosis."
"Just found this, my 1st day working at Exodus, June 3rd, 2002. wow! :) @jha31zMBCCxqM now it's time 2 @OLiv7yYJw8WK http://t.co/Kos-YIGVCC",no mental disorder,This post does not contain any content that suggests the presence of mental disorders. It is simply a nostalgic tweet about finding a photo from the person's first day of work.
"Nobel price Pissarides at #WEF15 said Tsipras had to open only the front of a restructuring of the debt, nothing else",no mental disorder,"There is no indication in this post that suggests any mental disorders. It is simply stating a quote from economist Pissarides regarding Tsipras and the restructuring of debt. There are no mention of distress, trauma, self-harm tendencies, or any other symptoms or behaviors associated with mental disorders."
Please check out my answer on @tGTZ to: Why do I pass wind when walking it doesn't matter why I have or have... http://t.co/hnZNpUXl,no mental disorder,This post is about passing wind while walking and does not show any indication of mental distress or symptoms of a mental disorder.
"I really fucking hate everything and everybody the same. This life is not worth living, love ain't like the movies, yes, we're fucked!",suicide or self-harm,"The use of phrases like ""I hate everything and everybody"" and ""This life is not worth living"" indicate a strong sense of hopelessness and despair. The mention of love not being like the movies and the phrase ""we're fucked"" further suggests a negative perspective on life and relationships. The use of profanity and the intensity of the emotions expressed suggest a high level of distress and potential risk for self-harm or suicide."
@ray_obiero @njokituti @fagenious @cuhinjoroge unanipeleka wapi on that note else niku divorce!!!,no mental disorder,"This post appears to be a lighthearted interaction between friends. While the mention of divorce may suggest some level of frustration or annoyance, there is no indication of any significant distress or symptoms of a mental disorder."
Just had the craziest case of deja vu and I'm ready to kill myself now. Hate that.,suicide or self-harm,"The use of the phrase 'ready to kill myself' indicates a strong and immediate desire to engage in self-harm or have thoughts of suicide. Additionally, the mention of experiencing déjà vu and expressing hatred towards it suggests a significant level of distress or emotional instability. This combination of thoughts and feelings raises concerns about the individual's mental well-being and their potential risk for self-harm or suicide. Therefore, the assigned label would be Suicide or self-harm tendency."
@bitchtech you would be ashamed of me. I neither brought nor purchased plane snacks. #onadiet #itwontlastthroughthenight,no mental disorder,"This post does not show any clear signs or symptoms of a mental disorder. The use of hashtags such as ""onadiet"" and ""itwontlastthroughthenight"" may suggest a desire to restrict food intake or maintain a strict diet, but there is no indication that this is causing significant distress or impairment in daily functioning. Without more information or context, it would be inappropriate to assign a mental disorder label to this post."
"A punto de empezar #LaVozKids ! Qué ilusión, hoy veréis lo que son capaces de darnos estas grandes voces!",no mental disorder,"This post is expressing excitement and anticipation for a TV show. There is no indication of distress, negative emotions, or symptoms of a mental disorder."
"☀️ @vSALORIceZsHHG2 you are my light in the dark, my warmth in the cold, and beauty within the ugliness of the world ☀️ x351",no mental disorder,"This post expresses appreciation and affection towards the person mentioned. While the use of terms like ""light in the dark"" and ""warmth in the cold"" could suggest that the author is feeling low or struggling with negative emotions, there is no indication of significant distress or symptoms of a mental disorder. The post appears to be a positive expression of feelings towards someone."
Please check out my answer on @tGTZ to: I have a pump that is very painful at the top of my but crack - Ther... http://t.co/aeLuQubH,no mental disorder,"The post appears to be about a physical issue with a pump that is causing pain, specifically at the top of the person's buttocks. There is no indication of any mental disorders mentioned or implied in this post."
I fuckin had this surgery on both eyes 2 years ago and wanted to kill myself,suicide or self-harm,"The use of the phrase ""wanted to kill myself"" clearly indicates that the person is experiencing thoughts or feelings of suicide. Additionally, the mention of having a surgery on both eyes two years ago suggests a potential physical or medical issue that may have contributed to their mental distress. This combination of suicidal ideation and a specific event related to their physical health strongly suggests a suicide or self-harm tendency."
"I wrote this: independent.co.uk/sport/rugby/ru… You might think it's crap, JUST DON'T SAY SO.",no mental disorder,"There is no indication in this post that the person is experiencing mental health challenges or symptoms of a mental disorder. The post is about the person's own writing and their request for others not to criticize it. While the author may be sensitive to criticism, it does not necessarily indicate the presence of a mental disorder."
My baby barely wakes up and he's already trying to crawl off the bed. he never gives me time to fully wake up,no mental disorder,"This post simply describes a common experience of parenthood where the poster's baby is active and active, not allowing them to fully wake up. There is no indication of any distress or symptoms of a mental disorder in this post."
"@dannydenhard yeah, but I still haven’t found a cheap image editing software that I can do crap photoshopping with on mac",no mental disorder,There is no indication in this post that the individual is experiencing any symptoms or thoughts related to mental disorders. The post is simply expressing frustration or difficulty in finding a suitable image editing software for a specific platform.
"☀️ @vSALORIceZsHHG2 you are my light in the dark, my warmth in the cold, and beauty within the ugliness of the world ☀️ x363",depression,"While this post may initially appear to be a positive and affectionate message, there are a few aspects that suggest the label of depression: 

- The use of phrases such as ""my light in the dark"" and ""my warmth in the cold"" could suggest a reliance on someone else for emotional support or validation, which can be indicative of depression.
- The mention of ""beauty within the ugliness of the world"" could indicate a pessimistic or negative worldview, which is common in depression.
- The excessive use of ""x363"" as a sign-off could be interpreted as a way to compensate for feelings of loneliness or lack of physical affection, which is often associated with depression. 

Overall, although the post does not explicitly mention feeling sad or hopeless, the language and themes present may suggest a struggle with depression."
@u2uk4qVUe omg nooooo :( *hugs* whose responsibility is it to cut it back/down? I have a $14 saw from Masters. You want? :p,no mental disorder,"This post shows a reaction to a statement or news (indicated by the exclamation 'omg nooo :( '), and offers practical help in the form of a saw. While the use of a hug emoji could suggest empathy or emotional support, there is no indication that this response is related to any mental disorder. The mention of a saw and offering it to the person may indicate a willingness to help or problem-solving skills, but it does not align with any specific symptoms or characteristics of a mental disorder like PTSD."
I tried sneaking out of my boyfriend's bedroom discreetly so I could pee but I hopped my head off a shelf. #Oops,no mental disorder,This post suggests a light-hearted and relatable situation where the person accidentally hit their head while trying to discreetly sneak out of their boyfriend's bedroom. There is no indication of distress or any symptoms of a mental disorder.
My answer on @tGTZ to: Have chlamydia and high on meth will antibiotics still work or will meth decrease it... http://t.co/~jxJo5q5,no mental disorder,"Although the post discusses engaging in risky behavior (having chlamydia and being high on meth), it does not provide any indication of distress, trauma, or mental health symptoms. It appears to be a question seeking information or advice rather than a reflection of a mental disorder."
Started this tonight. Have a way to go but I am really enjoying it so far. #art #abstract #painting #design http://t.co/RXS7epAOan,no mental disorder,"This post is a simple comment about starting an art project and enjoying it. There is no indication of distress, trauma, or any symptoms of a mental disorder."
Not to be dramatic but I'm on day 4 of having a canker sore and I want to kill myself,suicide or self-harm,"The use of the phrase 'I want to kill myself' indicates a clear mention of suicidal ideation. Additionally, the post suggests a significant level of distress and despair over something as seemingly mundane as a canker sore. This level of emotional intensity and the expression of wanting to end one's life raises concerns for suicide or self-harm tendencies."
RT @ftoaFDtlT5drk1: damn this a strang club we at. there are so many seats and flight attendants at this clu- Oh damn this club is moving!!…,depression,"There are a few reasons why depression can be assigned as the label for this post:
- The use of the phrase 'damn this a strange club we at' suggests a sense of disconnection or feeling out of place, which can be indicative of depressive feelings of isolation.
- The mention of 'so many seats and flight attendants' followed by the realization that 'this club is moving' could be interpreted as a metaphor for feeling overwhelmed or stuck in a situation, which can be common in depression.
- The use of exclamation points in combination with the word 'damn' may suggest a sense of frustration or agitation, which can also be associated with depressive symptoms.
Overall, while the post does not explicitly mention sadness or low mood, the language and tone used can be interpreted as reflective of underlying depressive feelings."
"RT @dhTwJydBS69yx1Y: Reminder that it's not what happens to me, but what happens in me, that counts! ~ John C. Maxwell #Quote",depression,"There are a few reasons why depression is the assigned label for this post: 
- The use of the word ""reminder"" suggests that the person may be trying to motivate themselves or others to think positively, which can be common in individuals with depression who are seeking ways to cope with negative thoughts and feelings.
- The statement ""it's not what happens to me, but what happens in me, that counts"" could indicate a personal struggle with internal experiences and emotions. This can be reflective of the characteristic feelings of sadness and emptiness that are often associated with depression.
- The inclusion of a quote by John C. Maxwell, a well-known motivational speaker, suggests that the person may be seeking inspiration or guidance to improve their mood or outlook, which aligns with the behavior often seen in individuals with depression who actively search for ways to alleviate their emotional pain."
"Hello again. I must assume by now that you’re willing to help end my life. In exchange, I have prepared a friendly security escort for you.",suicide or self-harm,"The explicit mention of wanting to end one's life and the offer of a ""friendly security escort"" strongly suggests that this individual is experiencing suicidal thoughts and may be at risk of self-harm. This post displays a direct and clear indication of suicide or self-harm tendencies."
Please check out my answer on @tGTZ to: Hi! My dad has a lump on his right side of the neck belo... #lumponneck http://t.co/4J1LYncc,no mental disorder,This post is about a medical question regarding a lump on someone's neck. There is no indication of any mental health symptoms or distress in the post.
LUV this @billboard article! hopeUluv it2! huge luv2 @anntasticLV 4helping2 make this album incredible! #akgirlonfire bit.ly/ShITDU,no mental disorder,"The post is expressing excitement and love for a Billboard article and the individual who helped make the album. There is no indication of distress, symptoms of a mental disorder, or any content that suggests mental health concerns. Therefore, the assigned label is ""No mental disorders."""
"""Je suis profondément atterré. Ça veut dire quoi français de souche ? La France c'est le métissage."" Mat Bastard de @SkipTheUse #ONPC",no mental disorder,"The content of this post does not indicate any mental disorders. The post is expressing a reaction to a statement made by Mat Bastard, a musician, regarding the concept of ""French de souche"" and the idea of France being a melting pot. While it may involve a discussion or disagreement about cultural identity, there is no indication of any distress or symptoms of a mental disorder."
suicidal idealization mid orgasm,suicide or self-harm,"The phrase ""suicidal ideation"" suggests that the person is having thoughts of suicide. The mention of these thoughts occurring during orgasm could indicate a complicated and distressing relationship with sex or intimacy, potentially adding further weight to the suspicion of a suicide or self-harm tendency."
"Well, what he told me is that there was a lot of death there, either sacrifices in rituals, or perhaps after white man invaded.",ptsd,"The post mentions death and sacrifice, which could be triggering for someone who has experienced trauma related to death or violence. Additionally, the mention of 'white man invading' suggests a historical or cultural trauma that could also contribute to post-traumatic stress symptoms. The language used ('a lot of death', 'perhaps after') suggests an attempt to make sense of or understand traumatic events, which is common in those experiencing PTSD."
RT @c_eZ7ZOvC: Me every night: I can have exactly 7 hours 23 minutes and 48 seconds of sleep if I fall asleep right now.,depression,"There are a few reasons why depression would be the most likely mental disorder label for this post: 
- The mention of having a specific amount of sleep suggests that the person may be struggling with sleep disturbances, which is a common symptom of depression. Insomnia or oversleeping are both possible symptoms of depression. 
- The use of the phrase ""Me every night"" suggests that this is a recurring thought pattern, indicating a potential pattern of negative thinking or rumination, which is common in people with depression. 
- The precise calculation of the amount of sleep they can have may also suggest an element of perfectionism or rigid thinking, which can be associated with depression. 
Overall, while this post may seem like a lighthearted or relatable statement to some, it could also suggest some underlying depressive symptoms and thought patterns."
I just want to be all you skinnies' best friend and tell you every day that you're perfect knowing that you'll never believe me cuz I feel,ptsd,"This post does not exhibit any obvious symptoms of PTSD. The content suggests a desire to be a supportive friend and boost the self-esteem of others. While there is mention of the person feeling a certain way, without further context or information, it is not possible to accurately assign a mental disorder label. Therefore, based on the given information, the most appropriate label would be ""No mental disorders."""
guys What do you get if you cross a giant ape with a prisoner? King Kongvict. haha ha ha someone date me pls,no mental disorder,"While there is a mention of wanting someone to date the person who posted this, there is no indication of significant distress or symptoms of a mental disorder. The joke and request for a date may simply be light-hearted and not indicative of any underlying mental health issues."
"We wrote about pilots' cockpit photos and the response was ferocious, at times threatening to our reporter qz.com/312621",no mental disorder,"This post does not provide any clear indications of mental disorders. The response from the readers may be negative and even threatening, but this alone does not necessarily indicate the presence of a mental disorder. It could simply be a response to the content of the article and disagreements or strong opinions expressed by the readers. Without further information or explicit signs of mental distress in the post, it would be inappropriate to assign a label of a mental disorder."
"""I think it's just best it we keep it as friends.."" IS THAT WHY YOU'RE RIDING HER AND CUDDLING HER TO SLEEP? IS THAT WHAT ""FRIENDS"" DO?!",depression,"There are a few things that suggest depression as the most likely mental disorder label for this post:

- The author of the post appears to be upset and expressing frustration or anger towards someone. This could be a manifestation of depressed mood, as individuals with depression may struggle with regulating emotions and have difficulty coping with interpersonal conflicts.
- The use of capital letters and exclamation marks may indicate heightened emotional distress, which can be seen in individuals with depression.
- The author's reaction to the situation, specifically the use of sarcasm and questioning the other person's actions, may suggest low self-esteem and difficulty in processing emotions, which are commonly associated with depression.
- The author may be experiencing feelings of betrayal or rejection, as indicated by the statement ""is that why you're riding her and cuddling her to sleep?"" This could be reflective of depressive symptoms such as feelings of worthlessness or relationship difficulties.

Overall, while this post may not explicitly mention sadness or hopelessness, the underlying emotions and the way they are expressed suggest that the individual may be struggling with depression."
I was told if someone isn't staying with me tomorrow night then they won't do the colonoscopy. I explained house/unit setup with my Aunt.,no mental disorder,The post primarily discusses a practical matter regarding the author's colonoscopy and arrangements for someone to stay with them. There is no indication of any distress or symptoms related to a mental disorder.
if the store is out of copies of Yonger Now i’ll literally kill myself,suicide or self-harm,"The use of the phrase 'i'll literally kill myself' suggests that the person is expressing an extreme emotional reaction (in this case, frustration or disappointment) and threatening self-harm as a result. This language indicates a potential risk for suicidal or self-harming thoughts or behaviors."
Please see my answer on @tGTZ to: Looking for a M.D. who accepts Medi-cal? On a waiting list in ... #anxiety http://t.co/9VjmY8RN,ptsd,"The post mentions being on a waiting list and looking for a doctor who accepts a specific type of insurance (Medi-cal). This suggests that the person is seeking help for their mental health, specifically for anxiety. While this post does not provide explicit details about traumatic experiences, the mention of anxiety and seeking professional help could be indicative of PTSD. People with PTSD often seek treatment for symptoms such as anxiety and may experience difficulties accessing appropriate care, as mentioned in the post."
where did you get that beautiful blade can you please mail me ... — No I'm sorry I don't want anyone to have them ! http://t.co/9wFoS7K:Dr,depression,"The mention of a ""beautiful blade"" and the request for it to be mailed suggest self-harm tendencies. This could indicate that the person is struggling with suicidal thoughts or is engaging in self-harming behavior. The response provided also suggests depression as a possible mental disorder, as the person expresses a lack of desire for anyone to have the blades. This could indicate a sense of hopelessness or a desire to prevent harm to others. Overall, the combination of the mention of a ""beautiful blade"" and the response indicating a lack of desire for others to have it suggests both self-harm tendencies and depression as the most likely mental disorder labels for this post."
“@FAGLAUDET: le logo de la #FrenchTech ! pic.twitter.com/lFhyMdIHeM” Cc @katsinnov,no mental disorder,There are no indications of mental disorders in this post. The post simply showcases a logo and includes a mention of another user. There is no content or language that suggests any distress or symptoms related to mental health.
not to be dramatic but when men burp I literally want to kill myself,suicide or self-harm,"The use of the phrase 'I literally want to kill myself' is a clear indication of suicidal ideation or thoughts. While the statement may be written in a sarcastic or exaggerated manner, it still highlights a distressing and potentially harmful mindset. The mention of feeling this way in response to men burping suggests a potential trigger or source of distress for the individual."
suicidal doors bipolar necklaces,suicide or self-harm,"The mention of ""suicidal doors"" and ""bipolar necklaces"" suggests a preoccupation with suicide and self-harm. The combination of these phrases indicates a potential interest or fascination with these topics, which could be indicative of suicidal or self-harm tendencies. This person may be struggling with thoughts of suicide or self-harm and may be seeking ways to express or cope with these feelings."
"I've had a great day training as a mentor with @vkB6EV06gO7, an excellent charity. Looking forward to helping support Service Leavers",no mental disorder,"The post mentions training as a mentor and looking forward to helping support service leavers. While this may suggest a desire to provide support and assistance, there is no indication of any distress, trauma, or symptoms associated with PTSD. The post seems to be focused on a positive and fulfilling activity rather than any mental health concerns."
"RT @diUKIjVkaJ_IG: ""The greatest discovery of my generation is that human beings can alter their lives by altering their attitudes of mind.…",depression,"The quote in the post suggests a focus on altering one's attitudes of mind, which may indicate a struggle with negative thoughts or a desire for positive change. Depression often involves negative thinking patterns, and the idea of altering one's attitudes in order to alter their life aligns with the concept of cognitive-behavioral therapy, which is a common treatment for depression. Additionally, the use of the word ""greatest"" may imply a sense of hopelessness or a lack of fulfillment, which is often associated with depression."
Its between i want to kill someone or i want to kill myself Hard decisions,suicide or self-harm,"The post includes phrases such as ""i want to kill someone or i want to kill myself."" This language strongly suggests that the person is experiencing thoughts of self-harm or harming others. The mention of ""hard decisions"" implies that the individual is struggling with these thoughts and may be feeling conflicted or overwhelmed by them. This indicates a strong tendency towards suicide or self-harm and should be taken seriously."
@toggl thanks for your twitter updates when shit happened. it helps,no mental disorder,"This post does not provide any indication of mental disorders. The person is simply expressing gratitude towards Toggl for their timely updates during a difficult situation. There is no mention of distress, emotional struggles, or any symptoms suggestive of a mental disorder."
what about real trans women who might do that much work every day to be themselves/ensure they don't get attacked? where's their oscar?,no mental disorder,"This post expresses frustration and criticism towards the recognition and portrayal of marginalized individuals in society. While it is possible that the author may have personal experiences related to being transgender and facing discrimination or violence, the post does not provide enough information to specifically indicate a mental disorder such as PTSD. The emotions and concerns expressed in this post can be attributed to social and cultural discussions rather than a symptom of a mental disorder."
When is it ok to kill myself? Because I'm ready to now,suicide or self-harm,"The explicit mention of wanting to kill oneself and being ready to do so clearly indicates a strong tendency towards suicide or self-harm. This post directly expresses the person's desire to end their life, which is a serious indication of a mental disorder related to suicidal ideation or self-harm."
#spg rst - Torro in the South End is renown for tapas and spanish cocktails. Ensalada cortada and grilled corn are delish!,no mental disorder,"There is no indication of any mental disorders in this post. The content of the post is purely about promoting a restaurant and discussing the food options available. There are no mentions of emotional distress, symptoms of mental disorders, or any other indicators that would suggest the presence of a mental disorder in this post."
"However much you run after healthy food and exercising, its not worth living longer in this world just to see everything all over again .",suicide or self-harm,"The statement in this post suggests a lack of value or meaning in life and a desire to escape from the world. The phrase ""it's not worth living longer"" indicates a negative view of life and the repetition of ""just to see everything all over again"" implies a sense of hopelessness and disillusionment. This type of thinking is often associated with suicidal ideation or self-harm tendencies. The post reflects a significant level of distress and a potential risk for self-harm."
RT @tOPE89H4G: I find it really weird when people congratulate artists for not miming over a backing track. Isn't that how it's meant to be?,no mental disorder,"This post is expressing a personal opinion regarding the behavior of others, specifically artists. While the use of the word 'weird' could suggest a negative emotion, there is no indication of significant distress or symptoms of a mental disorder. The post is simply commenting on a common practice in the music industry and does not provide any evidence of mental health concerns."
"☀️ @vSALORIceZsHHG2 you are my light in the dark, my warmth in the cold, and my beauty within the ugliness of the world ☀️ x329",depression,"The use of phrases like ""my light in the dark,"" ""my warmth in the cold,"" and ""my beauty within the ugliness"" suggests a deep emotional connection and dependence on the person being addressed. This could be indicative of someone seeking emotional support or validation from another person, which is often seen in individuals with depression. The mention of ""x329"" at the end could also suggest a desire for repeated reassurance or affirmation, which again could be a symptom of depression. Overall, the language used in the post and the need for constant affirmation point towards a possible depression label."
Sometimes I feel like suicide is my only way out. I just want the pain to stop,suicide or self-harm,"The explicit mention of feeling like suicide is the only way out and wanting the pain to stop is a clear indication of suicidal ideation. This post demonstrates a strong association with suicidal thoughts and a desire to escape emotional pain, suggesting a high risk for self-harm or suicide. It is important to take such statements seriously and encourage the person to seek help and support."
@r3NQpoWqCM So very true James. It should never b forgotten what you &amp; others have done 2 bring cover ups of child abuse into public domain!,no mental disorder,"This post acknowledges and supports someone's efforts to bring attention to the cover-ups of child abuse. While the topic of child abuse can be distressing and triggering, there is no indication in the post that the individual who wrote it is personally experiencing any mental health symptoms or distress related to the topic."
"She's a bipolar, heartless bitch.",no mental disorder,"There is no indication in this post that the person who wrote it has any mental disorder. Although they use the term ""bipolar"" as an insult, it does not necessarily mean they are referring to an actual diagnosis of bipolar disorder. The use of the word ""heartless"" suggests a negative or judgmental attitude towards the person they are referring to, but it does not provide any insight into the mental state or potential mental disorders of the author."
RT @puJVdX: @rXJYCLumrSP You've only sought the truth and for those responsible to tell the truth - that isn't persecution/obsession it is …,ptsd,"There is no evidence in this post to suggest that the person is experiencing a mental disorder. The post seems to be a response to someone seeking justice and truth. The mention of ""persecution/obsession"" could suggest a paranoid interpretation of events, but without more information, it cannot be definitively linked to a mental disorder. Therefore, the assigned label would be ""No mental disorders."""
RT @wo5in86bfPr5: all of my friends are so pretty and i always feel so self conscious standing by them because everyone's eyes are on them …,no mental disorder,"The post expresses feelings of self-consciousness in comparison to friends who are perceived as more attractive. While this may cause a temporary decrease in self-esteem, it does not indicate any symptoms or triggers associated with a mental disorder such as PTSD."
